Identifier ,Schema Name/Title,Creator(s)/Curator(s),Maintenance organization,"Place: Publisher, date.",Summary / Abstract ,Format(s) ,Language,Physical Location,Online Location ,Earlier versions (editions) …,History of versioning:,Version Notes: ,Last Updated: ,Number of terms in system,Phenomena included,Disciplines included,Direct domains included,Related to: ,BARTOC Link,ICC Classification ,NARCIS Classification ,KOS Types Vocabulary
KOS.SSH.30.1,"Répertoire d'Autorité-Matière Encyclopédique et Alphabétique Unifié (RAMEAU);
Directory of Unified Encyclopedic and Alphabetical Authority-Matter (RAMEAU)",Bibliothèque nationale (France),Bibliothèque nationale (France),n/a,"RAMEAU (Encyclopedic and Unified Alphabetical Subject Authority Directory) is a subject indexing language. This documentary language is used in France by the National Library of France, university libraries, many public reading or research libraries as well as several private organizations.",Online.,fr,n/a,http://rameau.bnf.fr,Print Version 1988-1999,Online Version ,"Starting in 1980, the National Library's indexing services, as part of the regular cataloging, constitute an encyclopedic authority file developed autonomously from the Library's subject headings. from Laval University in Quebec City (Laval RVM), itself translated from the list of subject headings of the Library of Congress (Library of Congress Subject Headings). From 1983, this authority file is developed in cooperation with the Ministry of National Education and the Public Information Library (BPI), under the name LAMECH (Jurisdiction, Collective and Hierarchical Subject Authority List) . In 1987, the National Library and the Ministry of National Education teamed up to jointly manage and disseminate the repertoire of authority-matters, called the RAMEAU (Directory of Unified Encyclopedic and Alphabetical Authorities). Initially using only the data of the National Library, RAMEAU is now also enriched by creations and updates from university libraries. In 2001, a new convention replaced the one of 1987, in order to better take into account the development of RAMEAU, which has since become a national indexing language: it is now also used by public reading libraries, as well as only by a number of research libraries and private organizations. This 2001 convention is replaced in 2011 by a new convention which updates it.",n/a,n/a,n/a,n/a,000 Knowledge and erudition. museums; 020 Information science and documentation; 100 Philosophy; 130 Esoteric; 150 Psychology; 200 Religion; 300 Social Sciences. Sociology; 304 Demographics; 305 Categories of people; 320 Political Science; 330 Political economy. Job; 340 Law; 350 Public administration; 355 Military Art and Science; 360 Social Issues and Services. Criminology; 370 Education; 390 Ethnonyms; 391 Anthropologie. Ethnology; 400 Languages; 401 General Linguistics; 500 Science ; 510 Mathematics; 520 Astronomy; 530 Physics ; 540 Chemistry; 550 Earth Sciences; 560 Paleontology; 570 Biology ; 577 Ecology; 579 Biology of prokaryotes; 580 Botany; 590 Zoology; 600 Technical. Engineering Sciences; 610 Medicine; 615 Pharmacy;621 Computer; 630 Agriculture; 640 Home economics. ; 650 Management ; 690 Construction; 700 Art; 710 Civic. Landscape Architecture; 720 Architecture; 730 Sculpture; 740 Drawing. Decorative Art; 750 Painting;760 Graphic Arts; 770 Photography; 780 Music; 790 Performing Arts; 791 Audiovisual; 793 Sports and games; 800 Literature; 801 General literature; 900 History; 910 Geography; 912 Geography of France; 914 Geography of Europe; 915 Geography of the rest of the world; 930 Archeology Prehistory Ancient history; 940 History of Europe; 944 History of France; 950 History of the rest of the world.,DDC; LCSH.,http://bartoc.org/en/node/18,n/a,D31000,Subject heading scheme 
KOS.SSH.31,"Schlagwortnormdatei (SWD); 
Subject Headings Authority File ",n/a,German National Library (DNB),"Hamburg : Deutsche Bibliothek, 1990.",The Subject Headings Authority File (German: Schlagwortnormdatei) or SWD is a controlled vocabulary index termsystem used primarily for subject indexing in library catalogs.,Print book; ,de ,KOS.32!A1,n/a,n/a,1st Edition ,n/a,n/a,n/a,n/a,n/a,n/a,LCSH; RAMEAU. ,n/a ,n/a,D31000,"Name authority list;
Subject heading scheme"
KOS.SSH.31.1,"Schlagwortnormdatei (SWD); 
Subject Headings Authority File;
Part of the Integrated Authority File (Gemeinsame Normdatei or GND).",n/a,German National Library (DNB),n/a,The Subject Headings Authority File (German: Schlagwortnormdatei) or SWD is a controlled vocabulary index termsystem used primarily for subject indexing in library catalogs.,MARC 21 Authority; MARC21-xml; RDFxml; online. ,de ,n/a,http://www.dnb.de/DE/Standardisierung/GND/Onlinenormschnittstelle/onlinenormschnittstelle_node.html,1st Edition ,Online Version - Part of GND GEMEINSAME NORMDATEI (Common Norm File) ,"Since April 2012 the SWD is part of the Integrated Authority File (Gemeinsame Normdatei or GND). The SWD has about 600,000 descriptors and 700,000 non-descriptors (synonyms and quasi-synonyms) as well as synonymous descriptor chains with references to a descriptor. Its growth rate is about 5.5% per year. About three-quarters of the descriptors refer to individual concepts (language identifier, person, entity, title, ethnography etc.) and a quarter are abstract concepts. Linking using hierarchical (about 115,000) and associative (26,000) relations is not very dense, so the SWD cannot be viewed as a thesaurus (as at mid-2003). The terms in the SWD are also arranged in a separate classification with nearly 500 classes in 36 main groups.",Growth rate of 5.5% per year. ,n/a,n/a,n/a,n/a,LCSH; RAMEAU. ,n/a ,n/a,D31000,"Name authority list;
Subject heading scheme"
KOS.SSH.32,GeoNames,Marc Wick; Community? ,Unxos GmbH,"Unxos GmbH, 
Weingartenstrasse 8, 
8708 Männedorf, 
Switzerland",The GeoNames geographical database is available for download free of charge under a creative commons attribution license. It contains over 10 million geographical names and consists of over 9 million unique features whereof 2.8 million populated places and 5.5 million alternate names.,Online; Data; CUR. ,en ,n/a,http://www.geonames.org,n/a,Continually Updated Resource. ,GeoNames was founded by Marc Wick. Open community based project. ,n/a,n/a,Postal Codes; Locations. ,Geography. ,Geography. ,n/a,http://bartoc.org/en/node/1674,036-397,D15700,Name authority list
KOS.SSH.33,STW Thesaurus for Economics,n/a,The Leibniz Institution ZBW – German National Library of Economics / Leibniz Information Centre for Economics,1880 ? ,"The STW Thesaurus for Economics is the world's most comprehensive bilingual thesaurus for representing and searching for economics-related content. With its almost 6,000 subject headings in English and German and more than 20,000 synonyms it covers all economics-related subject areas and, on a broader level, the most important related subject fields.",n/a ,en; de,n/a,n/a ,n/a ,n/a ,STW Thesaurus for Economics goes back to the 90ies of last century and has been updated on a regular basis.,n/a,n/a,"Technical terms used in business, economics, law, sociology, or politics, and geographic names.",Economics; Sociology; Law; Politics.,Business Studies; Economics.,n/a,http://bartoc.org/en/node/313,048-7,D70000,Thesaurus
KOS.SSH.33.1,STW Thesaurus for Economics,n/a,The Leibniz Institution ZBW – German National Library of Economics / Leibniz Information Centre for Economics,,"The STW Thesaurus for Economics is the world's most comprehensive bilingual thesaurus for representing and searching for economics-related content. With its almost 6,000 subject headings in English and German and more than 20,000 synonyms it covers all economics-related subject areas and, on a broader level, the most important related subject fields.",,en; de,n/a,n/a ,,,,n/a,n/a,"Technical terms used in business, economics, law, sociology, or politics, and geographic names.",Economics; Sociology; Law; Politics.,Business Studies; Economics.,n/a,,,,
KOS.SSH.33.2,STW Thesaurus for Economics,n/a,The Leibniz Institution ZBW – German National Library of Economics / Leibniz Information Centre for Economics,,"The STW Thesaurus for Economics is the world's most comprehensive bilingual thesaurus for representing and searching for economics-related content. With its almost 6,000 subject headings in English and German and more than 20,000 synonyms it covers all economics-related subject areas and, on a broader level, the most important related subject fields.",,en; de,n/a,n/a ,,,,n/a,n/a,"Technical terms used in business, economics, law, sociology, or politics, and geographic names.",Economics; Sociology; Law; Politics.,Business Studies; Economics.,n/a,,,,
KOS.SSH.33.3,STW Thesaurus for Economics,n/a,The Leibniz Institution ZBW – German National Library of Economics / Leibniz Information Centre for Economics,,"The STW Thesaurus for Economics is the world's most comprehensive bilingual thesaurus for representing and searching for economics-related content. With its almost 6,000 subject headings in English and German and more than 20,000 synonyms it covers all economics-related subject areas and, on a broader level, the most important related subject fields.",,en; de,n/a,n/a ,,,,n/a,n/a,"Technical terms used in business, economics, law, sociology, or politics, and geographic names.",Economics; Sociology; Law; Politics.,Business Studies; Economics.,n/a,,,,
KOS.SSH.33.4,STW Thesaurus for Economics,n/a,The Leibniz Institution ZBW – German National Library of Economics / Leibniz Information Centre for Economics,,"The STW Thesaurus for Economics is the world's most comprehensive bilingual thesaurus for representing and searching for economics-related content. With its almost 6,000 subject headings in English and German and more than 20,000 synonyms it covers all economics-related subject areas and, on a broader level, the most important related subject fields.",,en; de,n/a,n/a ,,,,n/a,n/a,"Technical terms used in business, economics, law, sociology, or politics, and geographic names.",Economics; Sociology; Law; Politics.,Business Studies; Economics.,n/a,,,,
KOS.SSH.33.5,STW Thesaurus for Economics,n/a,The Leibniz Institution ZBW – German National Library of Economics / Leibniz Information Centre for Economics,,"The STW Thesaurus for Economics is the world's most comprehensive bilingual thesaurus for representing and searching for economics-related content. With its almost 6,000 subject headings in English and German and more than 20,000 synonyms it covers all economics-related subject areas and, on a broader level, the most important related subject fields.",,en; de,n/a,n/a ,,,,n/a,n/a,"Technical terms used in business, economics, law, sociology, or politics, and geographic names.",Economics; Sociology; Law; Politics.,Business Studies; Economics.,n/a,,,,
KOS.SSH.33.6,STW Thesaurus for Economics,n/a,The Leibniz Institution ZBW – German National Library of Economics / Leibniz Information Centre for Economics,,"The STW Thesaurus for Economics is the world's most comprehensive bilingual thesaurus for representing and searching for economics-related content. With its almost 6,000 subject headings in English and German and more than 20,000 synonyms it covers all economics-related subject areas and, on a broader level, the most important related subject fields.",,en; de,n/a,n/a ,,,,n/a,n/a,"Technical terms used in business, economics, law, sociology, or politics, and geographic names.",Economics; Sociology; Law; Politics.,Business Studies; Economics.,n/a,,,,
